question,subject,choices,answer,c,a,b,sol,d,the,ca,e,.,solution,options,option,is,isn,are,',{',"{""",cannot,can,output,none,or,single,Unnamed: 28,letter,ac,ad,?,ab,either,choice,ba,not,Ñ,f,g,'},all,bd,abc,an,4,cd,artic,considered,accepted,held,regarded,valid,recognized,art,aa,social,Ð°,peace,pe,},that,which,",",among,without,from,based,when,wrong,clos,1,global,**,cho,correct,specific,ref,(,ach,false,band,cur,curities,cury,curr,curity,curb,ur,curs,bur,commercial,incorrect,input,energy,task,agents,}',both,{,possibly,aan,bc,da,impl,bad,\,and,non,bb,nations,"""",what,'',â,dd,co,to
What challenges to liberalism were shown by the Western response to the Arab Spring?,security_studies,"['The problematic contention that the liberalist perspective is based on ideas that are Western - such as democracy, free enterprise, and civil rights.'
 'Liberalism did not provide a clear way to deal with the Arab Spring, and its inconsistencies and contradictions were exposed.'
 'The liberalist perspective does not explain clearly how and when liberalism is supposed to spread, in this case to the Arab countries in question.'
 'All of the above']",3,1.6695856243304763e-05,4.538404263673984e-05,0.0001794973706246,5.4203509240492e-06,0.999657322097496,4.783442901394968e-06,,1.6695856243304763e-05,,,,,,,,,,,,,,,,,6.142062264665693e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is realism?,security_studies,"['Realism is a set of approaches to Security Studies that focuses on states, and tries to determine which strategy a state should adopt to achieve security and other goals.'
 'Realism is the broad term that can be applied to any traditional approach to Security Studies.'
 'Realism is a set of approaches that encompasses any security threat that involves the military.'
 'Realism is defined by the belief that the behaviour of states constructs the international arena and that this behaviour is established through the internal environment of the state.']",0,7.884887006414561e-06,0.9994427713471332,2.1433345068989543e-05,8.934747513925378e-06,0.0004878204526625,,,,,7.69338248425408e-06,,,,,,,,,,,,,,,,,,6.140756175025206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is NOT one of the 3 forms of violence identified by postcolonialism?,security_studies,"['Material violence.' 'Epistemic violence.' 'Structural violence.'
 'Pervasive violence.']",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following represent a move away from traditional interpretations of security studies?,security_studies,"['Critical questioning.' 'Realist logic.'
 'State-centric security analysis.' 'All of these options.']",0,,0.9985981571376368,2.141493615108376e-05,0.0001793050651078,0.0008035895505499,,,2.7497322314736703e-05,,3.115854824442382e-05,,,,,,,,,,,,0.0001407081187305,,,,,,,,,,,,1.6677969043888172e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the causes of terrorism?,security_studies,"['Democratization and nationalism inhibits the opportunity for terrorism: nationalism provides the ideological dynamic to unify ethnic differences, and democracy allows for the articulation of grievances in a constructive manner. Within this analysis states with weak democratic and nationalist credentials may provide the conditions that contribute to the development of terrorism.'
 'Terrorism amongst Islamic groups is developed on ethnocentric lines opposed to the secularism that accompanies modernity. It is perhaps ironic that whilst terrorism was organized around the threat to Islamic society in the Middle East, the response to threat has resulted in groups in Europe feeling threatened by Muslim intrusion on Western values.'
 'Capitalist market activities and technological and communication revolutions have increasingly intruded on traditional cultures and societies. Development inequalities and increasing marginalization of some ethnic or economic groups in the populations, alongside an increasing awareness of their dispossession provides grounds for breeding terrorism.'
 'Non-democratic state structures characterized by a strong centralized system and repressive methods open a space for popular discontent to transform into operational terrorist activities with the intent of ending the political system. Whilst the opportunities for popular participation in liberal democracies prevent popular discontent from being articulated in a negative form.']",2,0.999144931222895,4.003008395260785e-05,0.0001397187216105,0.0002957845359707,8.474368839267758e-05,,,,2.751224752972992e-05,,,,,,,,,,,,0.0001164868569549,,,,,,,,,,,,,,,,,1.4726244914531295e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What techniques and targets belong to a workable definition of terrorism and terrorist concerns?,security_studies,"['Suicide attacks have been employed by terrorists having the advantage of enabling detonation at the last minute or when casualties will be maximized. A potential future danger is that a suicide attack could be combined with the use of chemical, biological or radiological weapons.'
 'The ability to find vulnerable targets may be greater in democratic states since there are limitations on how much a government can monitor its citizen and will, in the event of an attack, generate more publicity. However, security forces in weak non-democratic countries also provide conditions conducive to terrorist activity, enabling relative freedom of operation and movement.'
 'WMD have not been used very often, requiring high levels of resources and trained personnel for use. Furthermore, most terrorist groups still prefer to use more predictable methods for inflicting maximum casualties on the target. Yet to some extent, terrorist groups have gained a psychological edge because of the fear of use of WMD.'
 'All of these options.']",3,5.420252709199238e-06,3.5344487503167486e-05,0.0001088686859236,4.53832202938693e-05,0.9996370387606012,,,8.478701784927733e-05,1.4733774445072198e-05,,,,,,,,,,,,8.93648593422678e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What has been the importance of the new critical schools of security studies for the development of security studies? Have they simply become IR and lost their position that defines them as security studies?,security_studies,"['The next generation is likely to develop their arguments in engagements with policy questions and in direct interaction with policymakers and think tanks.'
 'Policy knowledge reflected in terms of theories, when an interaction emerges between the US and European thinkers, the theoretical context will be the same.'
 'The set up continues to be one in which security studies is located between the IR discipline and technical experts and practitioners.'
 'European security studies will be treated as a form of (policy) knowledge, whereas security theory in the US will treat this as the main empirical source for critical analysis.']",2,0.0018438088817517,0.213115381212805,0.2736455661643388,,0.5112481559772681,,,,,,,,,,,,,,,,,5.06905431992182e-05,,,,,,2.321013953880796e-05,,,,,,,,,,,,7.5352290690055936e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.178882152361624e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways do environmental issues present a concern for peace researchers in the twenty-first century?,security_studies,"['Environmental constraints can limit conventional economic growth, posing a direct threat to economic security and development.'
 'Environmental changes, such as rising sea levels, can threaten the land on which populations are settled as well as their access to resources. Migration as a result of these changes presents threats to societal, economic and other sectors of security.'
 'Environmental degradation and increased demand for resources is likely to lead to scarcity and result in conflict.'
 'All of these options.']",3,6.959085179085644e-06,2.1435491421675356e-05,2.428959394519865e-05,9.60672076218478e-05,0.9995407018603376,,,0.0002611377447892,1.1473591759372512e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a need to establish the nature and consequences of insecurity in the developing world. Why is this?,security_studies,"['Empirically there is a need to understand why virtually all war and major political violence since 1945 continues to take place in the developing world and why the majority originates from internal rather than external sources. Between 20 - 30 million have lost their lives in more than one hundred intra-state wars and there are 20 - 40 wars ongoing in any given year.'
 'Conceptually there is a need to find appropriate theories and concepts that accommodate the unique character of the security situation in the developing world; intra-state war, communal violence, poverty, famine, weapons proliferation, crime, political instability, socio-economic breakdown and state collapse.'
 'From a normative perspective there are clear humanitarian imperatives to resolve the lack of security; 90 per cent of victims of intra-state violence are civilians, half a million are killed by light weapons, 40,000 a year die from hunger and poverty whilst tens of millions die from disease, chronic poverty, and inadequate health, education, employment, and environmental causes.'
 'All of these options. There is a profound disjuncture between security in developed nations and the kind of security in the world\'s ""zones of instability"". From a global perspective insecurity is more of a norm than security is. However, globalization essentially means that these forms of insecurity cannot be contained within increasingly porous national borders.']",3,1.3003130333945289e-05,2.1438537567261657e-05,6.603534463084154e-05,4.538538438604438e-05,0.9996796680860712,6.960074117766169e-06,,4.005246114329542e-05,2.1438537567261657e-05,,,,,,,,,,,,1.1475222243610513e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When considering the international system from a realist perspective, which of the following statements concerning the advent of war is true?",security_studies,"[""War is more likely to occur when a state is losing power, a decline in a state's ability to protect itself from attack, coercion and vulnerability increases its motivation to engage in aggressive behaviour.""
 'War may be more likely to occur in multipolar international systems where, among other reasons, states have the incentive and opportunity to buckpass.'
 'War is more likely when the offence-defence balance of the international system favours offence, thus creating a more competitive environment for states.'
 'All of these options.']",3,0.0001582040249116,0.0001582040249116,0.0008034263318696,0.0002608343409821,0.998376268424577,,,8.468051237164665e-05,4.000024171333757e-05,,1.1460261126438284e-05,8.925260339472917e-06,,,,,,,,,,,,,,,,,7.876514604345983e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Describe the relationship between the military security domain and social constructivism.,security_studies,"['It is possible to study military security through non-realist analytical lenses, and to adopt a social constructivist approach that regards cultural and social factors as being important focuses of study. This has led to claims that broader approaches to military endeavours should be adopted, including the proposed employment of social and development specialists in conflict situations.'
 'Social constructivists reject the foundations of realism upon which military security studies are based; in rejecting the empirical basis of security studies, the social constructivist approach becomes inadequate in its attempts to formulate military security theory.'
 'Social constructivism is based on philosophical ideas that directly contradict the foundations of military-centred theory. The tendency is for social constructivists to dismiss military endeavours as clumsy and as being detrimental to human security.'
 'In order to study military security, analysts must adopt a realist lens. However, this can later be combined with other approaches, including social constructivism, in order to consider the security of different referent objects such as the environment or human security.']",0,3.11940780392811e-05,0.9997223946738945,0.0001795095249603,1.3705721362552847e-06,4.538711573408418e-05,,,,1.5530616960141713e-06,,,,,,,,,,,,,,,,,,,1.5530616960141713e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7598494583558e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
