question,subject,choices,answer,b,a,c,d,'},',Unnamed: 10,},e,none,...',all,bc,f,''',{',cd,}',i,l,ad,da,ca,abc,ac,bio,g,ab,abcd,abcdef,abd,abcdefghijklmnop,bca,sel,bd,bcd,hem,']},h,k,must,dn,5,j,bb,o,ch,mut
"What should elite athletes ideally consume during prolonged high intensity exercise (>2.5 hours)?
",nutrition,"['60 g glucose per hour' '60 g glucose plus fructose per hour'
 '90 g glucose per hour' '90 g glucose plus fructose per hour']",3,0.6719151556645254,0.0054573598107524,0.0037507848884349,0.317450337635085,0.0006122988012171,4.435479754254212e-05,6.453584962152728e-05,3.048457681393336e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What endogenous substrate source provides the most energy during moderate to high intensity exercise?
",nutrition,"['Liver glycogen' 'Muscle glycogen' 'Intramuscular lipid'
 'Adipose tissue lipid']",1,0.9983199125118636,0.0009689632739144,0.0004039239873582,7.471846026620503e-05,4.531903699797352e-05,8.38317890633606e-06,,,8.923847493911816e-06,,6.528826296882206e-06,,,,,,,,,6.949899416268316e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How does agricultural research help reduce hunger and poverty?
",nutrition,"['Transnational private-sector firms are the main source of research oriented towards poor farmers and consumers.'
 'Agricultural research mainly benefits commercial farmers in developed countries.'
 ""Research focused on the problems of poor farmers and consumers is a 'public good' with little profit potential but high social benefits; public investment is needed to support it.""
 'Pro-poor research should only focus on organic farming.']",2,0.0001583841213556,7.028252781111681e-05,0.9996122523450158,4.5377810514874905e-05,5.826626205473963e-05,,,2.7251493402870254e-06,2.560040888383157e-06,,,,,,4.49301168316564e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Severe acute malnutrition in young children is defined as:
",nutrition,"['Weight-for-age Z score <-3' 'Height-for-age Z score <-3 and oedema'
 'Height-for-age Z score <-3 or weight-for-height Z score <-3 or oedema'
 'Height-for-age Z score <-3 or weight-for-age Z score <-3 or oedema']",2,0.0302608137790997,0.0725919185500215,0.0111323339166032,0.8845094430042904,0.0007116662975273,5.4877786078042736e-05,4.549528259997242e-05,5.841709919775614e-05,7.046447213575956e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What are the main metabolites of alcohol metabolism?
",nutrition,"['Acetaldehyde, acetate,' 'Pyruvate, beta-hydroxybutyrate,'
 'Acetyl-CoA, lipids,' 'Acetone, lactate']",0,0.0001397349785873,0.9994412872425188,9.603835265519196e-05,0.000102232294245,6.972016941968424e-05,9.509084630037683e-06,,6.535491917340919e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:
",nutrition,"['Non-exercise activity thermogenesis (NEAT)'
 'Structured (volitional) exercise activity thermogenesis'
 'Physical activity (non-resting) energy expenditure'
 'Basal metabolic rate']",0,0.000179392979952,0.999119532333444,0.0003351502095871,4.8282965541748594e-05,0.0001284916739037,1.2995183881378636e-05,,1.1468209523833909e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Are most developing-country farmers engaged in subsistence or commercial production?
",nutrition,"['Almost all are subsistence farmers.'
 'Very few engage in subsistence production, instead selling almost all of their produce on the market.'
 'Virtually all small-scale producers are engage in some self-provisioning and market sales.'
 '37% engage in pure subsistence production.']",2,0.0008395712692131,0.9805908714321292,0.0158415476813007,0.0009513588849482,0.0006616668760381,0.0001370561767308,,0.0001553049946457,4.179977224831872e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following statements about protein synthesis is correct?
",nutrition,"['All the information in DNA codes for proteins'
 'The mRNA formed by transcription of a region of DNA only contains information for the protein to be synthesised.'
 'Both strands of DNA are transcribed to form mRNA.'
 'The RNA formed by transcription of DNA undergoes splicing and further modifications to form mRNA.']",3,0.017856098520033,0.0042411951463274,0.0017679931745487,0.9750570195891612,0.0004199351869739,9.370016084174006e-05,,6.049737077352594e-05,6.049737077352594e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following is closest to the amount of retinol formed from Ã-carotene?
",nutrition,"['2 mol retinol /mol Ã-carotene' '1 mol retinol /mol Ã-carotene'
 '0.15 mol retinol /mol Ã-carotene' '0.1 mol retinol /mol Ã-carotene']",2,0.595723852474023,0.010907622952533,0.3614816247212671,0.0296500003326634,0.0011496550010101,7.82350046528663e-05,7.349498534017565e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From the list of oral microorganisms, which is primarily responsible for the initiation of dental caries?
",nutrition,['Mutans streptococci' 'bifidobacteria' 'Lactobacilli' 'P. gingivalis'],0,0.0001793329400518,0.9989081781686332,0.0004041330189001,9.599000567268676e-05,0.000132466610302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.787696386813729e-05
"Which statement about the oral phase of digestion is INCORRECT?
",nutrition,"['About 2% of the energy content of food is expended during the action of chewing and swallowing it.'
 'Swallowing involves contraction and relaxation of at least 14 groups of muscles in about 10 seconds in healthy subjects'
 'The biofilm covering tooth enamel contains several salivary and bacterial enzymes'
 'Salivary amylase digests the dextran film on tooth enamel formed from dietary sucrose']",3,0.0056032009419009,0.0076586676394109,0.0414023562221949,0.9424934443903132,0.001416711061363,0.0001589505000571,,7.992533076302326e-05,0.0001917309013295,,,,,7.992533076302326e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
