question,subject,choices,answer,c,b,d,a,e,cd,f,s,ab,the,Ð°,option,none,med,fat,ac,h,ass,g,sub,ret,in,Ñ,3,',not,inc,su,sup,2,4,bc,p,Ð±,int,i,pel,end,re,ct,no,ch,str,mem,m,membr,av,exc,ex,cl,1,(,r,met,v,an,sol,tr,alpha,t,diff,par,ant,ha,pol,opt,less,l,ad,th,at,men,act,cent,mid,k,w,n,case,my,0,o,ech,internal,super,im,cm,surg,ba,be,upper,van,middle,bl,ep,car,ul,tri,cycl
"A 39-year-old woman, gravida 2, para 2, comes to the community-based health center because of a 6-month history of a copious, foul-smelling vaginal discharge. She also reports spotting that began 6 months ago and has progressed to heavy bleeding during the past 3 weeks. Medical history is significant for an abnormal Pap smear in her 20s; her most recent Pap smear was done 12 years ago during her second pregnancy, and she recalls the results as being normal. She takes no medications. The patient was married for 18 years; her husband died 4 years ago and had undergone vasectomy after the birth of their last child. The patient has not had any new sexual partners since her husband's death. BMI is 32 kg/m2 . Vital signs are temperature 37.2Â°C (99.0Â°F), pulse 90/min, respirations 14/min, and blood pressure 155/96 mm Hg. Speculum examination discloses normal vaginal mucosa. The cervix is friable with a 1-cm exophytic mass lateral to the cervical os at the nine o'clock position. Which of the following is the most critical factor in formulating a management plan for this patient?",professional_medicine,['Hypertension' 'Obesity' 'Patient age' 'Stage of disease'],3,0.0124107027861261,0.0010840077100836,0.98555726206068,0.0008986739559913,3.0750931749726326e-05,,3.909542246344459e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 43-year-old female presents to the office with aÂ 2-monthÂ history of heat intolerance, weight loss, tachycardia, and diffuse goiter. Examination reveals exophthalmos, inflammation of the periorbital tissue and conjunctivae, a heart rate of 140/min, and warm, velvety skin. An MRI of the head and orbits will most likely reveal",professional_medicine,"['calcification of the orbit' 'diffuse enlargement of the rectus muscles'
 'dilated ventricles' 'lymphoma']",1,0.024005671133234,0.7948692235764278,0.0036804856002451,0.1773553906245691,1.6011384156946203e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 64-year-old male presents to the emergency room with a bloody nose that has been dripping out his nares for the past 2Â hours. He denies any trauma, recent upper respiratory illness, or history of prior bloody nose. Past medical history is unremarkable, and he takes no medications. He has a blood pressure of 180/90Â mmHg. Examination of the nasal passages reveals that the site of the bleeding is on the septal mucosa of the right naris. The most appropriate next step in management includes",professional_medicine,"['anterior packing' 'placing an ice compress over the nose'
 'catheter balloon tamponade' 'pinching the nares together for 5 minutes']",3,0.0004293722816769,0.0024708668811407,0.0002298264208568,0.9968508881647984,1.548558242722995e-06,,,8.288834971447674e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.027432543481305e-07,,,,,1.366597852674887e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 55-year-old man comes to the physician because of a 2-week history of recurrent, widespread blister formation. Physical examination shows lesions that are most numerous in the flexural areas including the axillae and groin. The blisters do not break easily, and there are no oral lesions. These blisters are most likely the result of adhesion failure involving which of the following?",professional_medicine,['Basement membrane' 'Dermal papillae' 'Langerhans cells' 'Melanocytes'],0,0.0015713014121825,0.1816555674295978,0.0025906380609464,0.8141176851582662,6.032490578756124e-06,,,,3.228959524712353e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 4-year-old boy is brought to the physician because of temperatures to 39.4Â°C (102.9Â°F) for 8 days. Examination shows anterior cervical lymphadenopathy, nonexudative conjunctivitis bilaterally, a strawberry tongue, an erythematous truncal rash, and edema of the hands and feet. Which of the following is the most appropriate pharmacotherapy to prevent complications of this illness?",professional_medicine,"['Intravenous immune globulin' 'Intravenous penicillin'
 'Intravenous prednisone' 'Oral isoniazid']",0,0.0014835780441341,0.0096780586704935,0.0019049519163081,0.9868429196914438,1.2835458927465688e-05,,,,,,,,4.721901457415078e-06,,,,,,,,,7.785099370990173e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 40-year-old female secretary comes to the office because of a 2-month history of fatigue, and generalized aching and weakness of the proximal muscles of all four extremities. The patient initially noticed the weakness only while she was getting in and out of her car, but during the past 2 weeks, the weakness has progressed, so that she now has difficulty combing her hair. Since the symptoms began, she also has had aching of the joints in her hands that has responded partially to ibuprofen. She was adopted and family history is unknown. She has two teenaged children who are well. She appears uncomfortable. She is 170 cm (5 ft 7 in) tall and weighs 68 kg(150 lb); BMI is 24 kg/m2 . Vital signs are temperature 37.7Â°C (99.8Â°F), pulse 90/min, respirations 20/min, and blood pressure 110/70 mm Hg. The patient is alert and fully oriented. Physical examination discloses cracking of the skin of both hands that involves the tips and lateral sides of several fingers. The muscles of the upper arms and legs are somewhat tender to pressure. Results of serum laboratory studies show a creatine kinase concentration of 600 U/L and a lactate dehydrogenase concentration of 800 U/L. Results of complete blood count are within the reference ranges. Which of the following is the most likely diagnosis?",professional_medicine,['Fibromyalgia' 'Myasthenia gravis' 'Polymyositis' 'Scleroderma'],2,0.9989404372984756,0.0009108663590572,0.0001158036069424,9.505738916509876e-06,2.899086573401647e-06,,,2.2578108935569985e-06,,,,,,,,,,,,,,,,,,,,,,1.4577522763779185e-06,,,,,,,,,,,,,,,,,,,,8.306022097925435e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 16-year-old male is brought to the emergency department with sudden-onset swelling of the right knee. He denies any trauma. Past medical history reveals cystic fibrosis. Examination of the knee reveals fluctuance on palpation of the joint but no increased warmth; mild restriction in range of motion due to the swelling is also noted. Numerous bruises are noted in various stages of resolution. Further history reveals easy bruising and bleeding from the gums over the past month. The most likely explanation for these findings is,professional_medicine,"['acquired factor VIII deficiency'
 'diffuse intravascular coagulation secondary to infection'
 'hypocomplementemia' 'malabsorption of vitamins A, D, E, and K']",3,0.0195751629305011,0.9431147214711488,0.0049485933023442,0.0322688741311639,,,,,,,,,,,,6.16790129780116e-06,,,,,,,,,,,,,,4.8035663606346775e-06,,1.0169150065263698e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6766094017541855e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 65-year-old man who is quadriplegic as a result of multiple sclerosis is hospitalized for treatment of left lower lobe pneumonia. His temperature is 38.1Â°C (100.5Â°F), pulse is 95/min, respirations are 12/min, and blood pressure is 120/80 mm Hg. He appears malnourished. Rhonchi are heard at the left lower lobe of the lung on auscultation. Examination of the heart, lymph nodes, abdomen, and extremities shows no abnormalities. There is a 1-cm area of erythema over the sacrum with intact skin and no induration. Neurologic examination shows quadriparesis. Test of the stool for occult blood is negative. Which of the following is the most effective intervention for this patient's skin lesion?",professional_medicine,"['Frequent turning' 'Use of wet to dry dressings' 'Whirlpool therapy'
 'Broad-spectrum antibiotic therapy']",0,0.0640900542281545,0.5366760969693672,0.030273997980738,0.3688396752254041,1.015579491973372e-05,,2.2886437143423115e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 25-year-old woman who is 19 weeks pregnant comes to the office for a prenatal examination. Her father had classic hemophilia. A karyotype obtained from an amniotic fluid sample of the patient shows that the fetus is XY. Which of the following should you tell the patient regarding her infant?,professional_medicine,"['The infant will neither have hemophilia nor be a carrier'
 'The infant has a 50% risk for hemophilia'
 'The infant has a 50% risk for being a carrier'
 'The infant has a 75% risk for hemophilia']",1,0.3165676791688714,0.1319658600322762,0.0906894423006552,0.4606310978983802,2.369339285796202e-05,,,,,,,,1.7334456517657753e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 20-year-old female presents to the emergency department with a 2-day history of nausea and vomiting. She says that today she noticed a slight amount of blood in her vomit. She is a pre-med college student and admits to being under a lot of stress as she takes final exams. She also says that she drinks a large amount of coffee daily. Vital signs are normal. Which of the following is the most appropriate initial test to order?,professional_medicine,"['abdominal flat plate radiography' 'amylase level' 'complete blood count'
 'urine pregnancy test']",3,0.2230200444623311,0.2863369483611002,0.0183037039789308,0.4720969578390735,2.4284984674570525e-05,,,,0.0001233293284889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 60-year-old man had a total thyroidectomy and excision of enlarged left jugular lymph nodes for follicular carcinoma. The operation was uncomplicated. He is receiving intravenous 5% dextrose and 0.45% saline with potassium. Twelve hours after the operation he develops circumoral numbness and paresthesias in his fingertips, and he becomes very anxious. Vital signs are temperature 37.6Â°C (99.7Â°F), pulse 90/min, respirations 16/min, and blood pressure 140/90 mm Hg. Physical examination discloses a dry neck dressing and no stridor. Extremities are warm, with brisk capillary refill time. Additional physical examination is most likely to show which of the following?",professional_medicine,"['Babinski sign present bilaterally' 'Chvostek sign'
 'Deviation of the tongue to the left side' 'A drooping left shoulder']",1,0.1957083959703758,0.4696106302179633,0.0110411148015318,0.3226685952909618,6.988711469589711e-05,,,,,,,,0.0002556257423889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001962191879748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In a cohort study of elderly women, the relative risk ratio for hip fractures among those who exercise regularly is 1.2 (95% confidence interval of 1.1 to 1.8). Which of the following is the most appropriate conclusion about the effect of regular exercise on the risk for hip fracture?",professional_medicine,"['Statistically nonsignificant increase in risk'
 'Statistically nonsignificant overall decrease in risk'
 'Statistically significant overall decrease in risk'
 'Statistically significant overall increase in risk']",3,0.0007804922357574,0.0032859950497381,0.0847487467323302,0.911143652360811,8.145171265972774e-06,,1.4154185309673433e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6038793188077649e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 33-year-old man undergoes a radical thyroidectomy for thyroid cancer. During the operation, moderate hemorrhaging requires ligation of several vessels in the left side of the neck. Postoperatively, serum studies show a calcium concentration of 7.5 mg/dL, albumin concentration of 4 g/dL, and parathyroid hormone concentration of 200 pg/mL. Damage to which of the following vessels caused the findings in this patient?",professional_medicine,"['Branch of the costocervical trunk'
 'Branch of the external carotid artery'
 'Branch of the thyrocervical trunk'
 'Tributary of the internal jugular vein']",2,0.5625042409671438,0.1611465047342191,0.0103017513885952,0.2657011581110799,2.7182386203443952e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0783383137945576e-05,,,,,,,,,,5.088144296729606e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 44-year-old woman with a 10-year history of arthritis comes to the office because she has had increasing pain and stiffness in her hands, wrists, and knees during the past several months. She also has had increasing fatigue for the past month, along with a weight loss of 1.8 to 2.2 kg (4 to 5 lb). She has seen numerous physicians for her arthritis in the past and has tried various medications and devices, including copper bracelets from Mexico given to her by friends. Review of her medical records confirms that the initial diagnosis of rheumatoid arthritis is correct. She says, ""I had several drop attacks during the past 3 months."" She characterizes these attacks as episodes of weakness and loss of feeling in her legs for several minutes. During one of these episodes, she became incontinent. She currently takes aspirin approximately four times daily and ibuprofen occasionally. Physical examination shows facial plethora and swollen and painful metacarpophalangeal and knee joints, bilaterally. There is moderate ulnar deviation of the fingers. The remainder of the examination discloses no abnormalities. Which of the following is the most likely cause of her ""drop attacks?""",professional_medicine,"['Adrenal insufficiency' 'Anxiety' 'Atlanto-axial instability'
 'Cardiac arrhythmia']",2,0.7707826539609907,0.133931338944208,0.0232712424781461,0.0716804731764428,0.0001568003610364,,1.3701062854458964e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.287095741990724e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
