question,subject,choices,answer,c,the,d,b,a,3,yes,not,none,s,Ð°,option,(,all,e,options,choice,ab,Ð±,other,national,4,n,business,bus,comput,both,cho,con,Ð´,ad,sol,2,ba,bl,and,or,Unnamed: 41,&,',Ñ,state,states,g,1,inc,poss,maybe,possible,trans,wrong,when,cd,bo,f,ac,\,bc,pe,.,in,involved,within,",",that,on,among,towards,multiple,there,correct,db,true,?',an,aid,p,per,no,ap,o,k,soc,res,false,best,intern,global,cl,is,would,to,for,should,can,does,century,-,centuries,siÃ¨cle,cent,third,worldwide,vulnerable,online,ind,h,as,under,according,dis,bb,**,di,agents,agent,ag,agencies,9,bd,eff,correctly,defined,accurate,valid,applicable,appropriate,with,market,mark,w,first,partial,unknown,part,one,any,abc,med,{',:,therefore,comprehensive,act,cor,social,strong,ce,acy,cy,ancy,ity,acies,icity,acity,ality,ency,icy,pre,mal,ve,v
What challenges to liberalism were shown by the Western response to the Arab Spring?,security_studies,"['The problematic contention that the liberalist perspective is based on ideas that are Western - such as democracy, free enterprise, and civil rights.'
 'Liberalism did not provide a clear way to deal with the Arab Spring, and its inconsistencies and contradictions were exposed.'
 'The liberalist perspective does not explain clearly how and when liberalism is supposed to spread, in this case to the Arab countries in question.'
 'All of the above']",3,6.475878064875104e-07,,0.999991106616134,1.6536733958166013e-06,6.144142038800363e-06,,,,,,,,,1.468547832532846e-07,3.653440403174456e-08,,,,,,,3.224149839578872e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is realism?,security_studies,"['Realism is a set of approaches to Security Studies that focuses on states, and tries to determine which strategy a state should adopt to achieve security and other goals.'
 'Realism is the broad term that can be applied to any traditional approach to Security Studies.'
 'Realism is a set of approaches that encompasses any security threat that involves the military.'
 'Realism is defined by the belief that the behaviour of states constructs the international arena and that this behaviour is established through the internal environment of the state.']",0,5.421788165913096e-06,,0.9999326691715876,2.282658078799448e-05,3.535449993866565e-05,,,,,2.873442458676856e-07,,,,,3.256036877026218e-07,,,,,,,4.7375057017534076e-07,,,,,,,,2.6993493809239097e-07,,1.6372381608066677e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is NOT one of the 3 forms of violence identified by postcolonialism?,security_studies,"['Material violence.' 'Epistemic violence.' 'Structural violence.'
 'Pervasive violence.']",3,2.752904479859577e-05,,0.999745218549732,1.7774087208180784e-05,1.3842473036110635e-05,,,,,,,,,,5.420790328062798e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001663059182536,2.725744554509431e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following represent a move away from traditional interpretations of security studies?,security_studies,"['Critical questioning.' 'Realist logic.'
 'State-centric security analysis.' 'All of these options.']",0,0.0223861176394615,,0.8400328920739866,0.0197556794777192,0.0105744557397536,,,0.0017262324461577,0.1026117241904083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003618379775843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the causes of terrorism?,security_studies,"['Democratization and nationalism inhibits the opportunity for terrorism: nationalism provides the ideological dynamic to unify ethnic differences, and democracy allows for the articulation of grievances in a constructive manner. Within this analysis states with weak democratic and nationalist credentials may provide the conditions that contribute to the development of terrorism.'
 'Terrorism amongst Islamic groups is developed on ethnocentric lines opposed to the secularism that accompanies modernity. It is perhaps ironic that whilst terrorism was organized around the threat to Islamic society in the Middle East, the response to threat has resulted in groups in Europe feeling threatened by Muslim intrusion on Western values.'
 'Capitalist market activities and technological and communication revolutions have increasingly intruded on traditional cultures and societies. Development inequalities and increasing marginalization of some ethnic or economic groups in the populations, alongside an increasing awareness of their dispossession provides grounds for breeding terrorism.'
 'Non-democratic state structures characterized by a strong centralized system and repressive methods open a space for popular discontent to transform into operational terrorist activities with the intent of ending the political system. Whilst the opportunities for popular participation in liberal democracies prevent popular discontent from being articulated in a negative form.']",2,9.024257261028188e-05,,0.0001233469721528,,0.9995179241070954,,,,,6.602287651803435e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7769816147426722e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.885308116055946e-06,,,8.477505153199238e-05,1.891587082492485e-05,8.935224693664086e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What techniques and targets belong to a workable definition of terrorism and terrorist concerns?,security_studies,"['Suicide attacks have been employed by terrorists having the advantage of enabling detonation at the last minute or when casualties will be maximized. A potential future danger is that a suicide attack could be combined with the use of chemical, biological or radiological weapons.'
 'The ability to find vulnerable targets may be greater in democratic states since there are limitations on how much a government can monitor its citizen and will, in the event of an attack, generate more publicity. However, security forces in weak non-democratic countries also provide conditions conducive to terrorist activity, enabling relative freedom of operation and movement.'
 'WMD have not been used very often, requiring high levels of resources and trained personnel for use. Furthermore, most terrorist groups still prefer to use more predictable methods for inflicting maximum casualties on the target. Yet to some extent, terrorist groups have gained a psychological edge because of the fear of use of WMD.'
 'All of these options.']",3,2.902242909369048e-06,,0.999977956477581,3.500773188448499e-06,1.4738805641460676e-05,,,,,,,7.73421537855233e-08,,1.442248704048058e-07,1.6373334084881285e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What has been the importance of the new critical schools of security studies for the development of security studies? Have they simply become IR and lost their position that defines them as security studies?,security_studies,"['The next generation is likely to develop their arguments in engagements with policy questions and in direct interaction with policymakers and think tanks.'
 'Policy knowledge reflected in terms of theories, when an interaction emerges between the US and European thinkers, the theoretical context will be the same.'
 'The set up continues to be one in which security studies is located between the IR discipline and technical experts and practitioners.'
 'European security studies will be treated as a form of (policy) knowledge, whereas security theory in the US will treat this as the main empirical source for critical analysis.']",2,3.0894480122881912e-06,3.4320634542865794e-08,0.9999918066264126,3.2887002901955743e-06,1.0029969199647103e-06,,,,,,,,,,2.382326499802397e-07,,,,,,,,,,,,,,,6.02345894842891e-08,,,,,,,,,,,,,,,,,,,,,,,,,3.6534125297425526e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways do environmental issues present a concern for peace researchers in the twenty-first century?,security_studies,"['Environmental constraints can limit conventional economic growth, posing a direct threat to economic security and development.'
 'Environmental changes, such as rising sea levels, can threaten the land on which populations are settled as well as their access to resources. Migration as a result of these changes presents threats to societal, economic and other sectors of security.'
 'Environmental degradation and increased demand for resources is likely to lead to scarcity and result in conflict.'
 'All of these options.']",3,1.2878784509512434e-06,,0.9999877791819004,1.2098498401395823e-06,8.939648340073653e-06,,,,,,,3.8890596473661636e-08,,2.106463846736165e-07,8.23313933808185e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a need to establish the nature and consequences of insecurity in the developing world. Why is this?,security_studies,"['Empirically there is a need to understand why virtually all war and major political violence since 1945 continues to take place in the developing world and why the majority originates from internal rather than external sources. Between 20 - 30 million have lost their lives in more than one hundred intra-state wars and there are 20 - 40 wars ongoing in any given year.'
 'Conceptually there is a need to find appropriate theories and concepts that accommodate the unique character of the security situation in the developing world; intra-state war, communal violence, poverty, famine, weapons proliferation, crime, political instability, socio-economic breakdown and state collapse.'
 'From a normative perspective there are clear humanitarian imperatives to resolve the lack of security; 90 per cent of victims of intra-state violence are civilians, half a million are killed by light weapons, 40,000 a year die from hunger and poverty whilst tens of millions die from disease, chronic poverty, and inadequate health, education, employment, and environmental causes.'
 'All of these options. There is a profound disjuncture between security in developed nations and the kind of security in the world\'s ""zones of instability"". From a global perspective insecurity is more of a norm than security is. However, globalization essentially means that these forms of insecurity cannot be contained within increasingly porous national borders.']",3,7.338117215101431e-07,,0.9999896872498242,1.8738538762513095e-06,5.771876282039648e-06,,,,,,,,,8.321512149327876e-07,6.825512245306362e-08,,,,,,,3.9278111031949866e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When considering the international system from a realist perspective, which of the following statements concerning the advent of war is true?",security_studies,"[""War is more likely to occur when a state is losing power, a decline in a state's ability to protect itself from attack, coercion and vulnerability increases its motivation to engage in aggressive behaviour.""
 'War may be more likely to occur in multipolar international systems where, among other reasons, states have the incentive and opportunity to buckpass.'
 'War is more likely when the offence-defence balance of the international system favours offence, thus creating a more competitive environment for states.'
 'All of these options.']",3,6.893516594149868e-07,,0.9999891187219646,2.260297072940795e-06,6.962205127632345e-06,,,,,,,,,4.860744267827312e-07,5.6585483978558574e-08,,,,,,,,,,,,,,,4.1398824450223246e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Describe the relationship between the military security domain and social constructivism.,security_studies,"['It is possible to study military security through non-realist analytical lenses, and to adopt a social constructivist approach that regards cultural and social factors as being important focuses of study. This has led to claims that broader approaches to military endeavours should be adopted, including the proposed employment of social and development specialists in conflict situations.'
 'Social constructivists reject the foundations of realism upon which military security studies are based; in rejecting the empirical basis of security studies, the social constructivist approach becomes inadequate in its attempts to formulate military security theory.'
 'Social constructivism is based on philosophical ideas that directly contradict the foundations of military-centred theory. The tendency is for social constructivists to dismiss military endeavours as clumsy and as being detrimental to human security.'
 'In order to study military security, analysts must adopt a realist lens. However, this can later be combined with other approaches, including social constructivism, in order to consider the security of different referent objects such as the environment or human security.']",0,9.422194228290442e-07,,1.0129813439012308e-05,7.889106638670025e-06,0.9999770706993228,,,,,,2.1233242465332023e-06,8.763997475877686e-08,,,,,,1.2751553245960644e-07,,,,,,,,,,,,,1.7429306785476886e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do gun shows and international arms fairs contribute to illicit arms markets?,security_studies,"['Although the subject of vocal opposition by campaigners, gun shows employ strict legal restrictions on participants, ensuring that those with criminal records are not able to purchase weapons.'
 'Gun shows are regulated to ensure that weapons purchased legally cannot be resold on the black or grey markets.'
 'Gun shows and arms fairs do not contribute in a significant way to the trade in illicit arms.'
 'Gun shows and arms fairs often do not require participants to undergo security checks before purchasing weapons, and encourage an environment where more attention is paid to price tags than details about where weapons will be distributed or used.']",3,1.067676517857654e-06,,0.9999824472390516,8.939546034502815e-06,6.144054146772135e-06,,,,,8.233045117818622e-08,,6.41190198481935e-08,,,5.714860581446691e-07,,,,,,,,,,,,,,,1.0571439188016033e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
